id,cited,target
9235,"381,1112,4084,4699,11985,10172,5545,7533,10124",1387
6726,"890,11242,2799,923,8768,3750,8440,3712,8683",1907
10513,"11239,2298,9235,11985,3288,8954,5545,7533,7667,8782,10124",1387
8298,"6171,11241,4929,11043,6724,381,12968,8403,10916,7850,10826,7523,8987,7652,5776,12584,8972",10008
11632,"7661,4378,10965,6787,3398,7316,11808,12968,11985,8599,3845,1472,3330,4708,5215,4767,7872,6380,203,6054,729,6178,994",1552
13223,"11033,12818,12330,4297,2951,10003,5336,8646,3398,6008,12968,8801,12195,12006,11041,8957,9991,4911,5776,1522,3923,1607,4015,10081,7910,3538,3558,11607",874
763,"430,7929,3126",6213
9025,"6839,4485,11808,777,1504,9410,4700,1520,10296,3498,3558,5154,10291",10476
7063,"2288,9181,4307,2861,7269",4565
5334,"5283,7241",7015
2208,"11753,81,1256",10974
12344,"1475,12889,4531,6516,251,4875,12522,7545,7234,3451,12223,5125,8418,1103,4224,12577,5101,11084,5668,6545,4070,9345,9423,5025,2808,1761,5244,7771,7139,1181,4106,8645,5355,11997,12956,3100,1266,2717,12154,2240,2962",7958
6509,"7831,12620,6541",3129
2875,"6509,3043,8547",3281
6435,1701,4332
8241,6435,4307
6724,"13067,7736,3398,3788,5161,4699,11985,8599,2077",12001
3390,"2951,7244,12968,11985,8599,5545,7523,4911,8809,10702,7334,8373,12159,8294,3292",8683
3517,"11083,8757,10191,9789",10331
5342,"6354,8121,10003,3398,12445,12892,9485,12968,1498,11985,12268,7523,12116,7845,10702,9649,9822,7136,8373,8294,3510,8820,11025,12911",10369
2318,"931,7768",1873
3172,5705,5062
12254,"3172,12878",6588
12485,"38,9474,13173,12399,4453,8977,3873",1793
1840,"12485,2664,38,8666,12087,3356,5244,13053,13283,5447,11090",11057
5793,"7456,10271",5485
9400,"5899,1588,6837",10812
12826,"4650,6089,6952,1874,12014",4960
1346,"11086,733,7240",2479
11387,"13210,2475,11750,2321,10705,4602,5067,2479,12639",8287
4651,"9625,9229",12038
12287,"7316,11985,5961,8966,11874",11904
219,"4473,3169,4260,5410,7736,381,4664,5658,11808,8403,10160,519,6630,7533,3437,5710,7652,1924,7171,9263,92,6783,1201,9822,6367,9262,553,4717,409,9783,10008,8779,5190,11904",1387
6507,"7467,7241,835",7376
12133,"1894,8553,2828,673,7593,9153,496,2999,325,9002,9258,3434",6748
9993,"362,9959,3398,11808,5821,5953,777,11985,12083,9963,7804,13092",1618
362,"13248,6787,3398,11353,12968,5821,5953,777,11985,3758,8136,12083,5197,613,5088,6821,1618,8294,3538,8923,6645",3292
12872,"7964,2497,887,9478,6524,8920,12260,9908,12611,10570,6651,11011,10651,9718,10326,7698,3008,4518,7086,5062,9950,6186,1065,1276,11435,1663,8236",7993
11085,"2893,2497,364,11187,6651,6929,10326,9692,3913,9419,9265,13250,1322,6186,8358,12076,6370,1615",6879
11756,"10154,8702,11222,8078,3979,7935",3960
2132,"10896,11756,3975,9049,3754,5362,373",10923
4272,"10730,12728",3999
10896,"11756,3979",6879
2828,"7451,19,10896,11756,10154,3033,4950,13173,5865,10923,325,7857,11717",3979
6800,"10307,11876,5930,8791,7967,125",3979
2664,"6475,13210,4173,10941,7614,2671,6845,11347,4453,3762,9014,2638,9259,10166,8978,6522,1658,8189,7493,8218,12895,1266,6307",5028
526,"10896,11756,5295,12547,430,3369",8729
10118,"5250,10883,10257,9262",10476
11622,"13262,6651",3960
6752,1529,11502
192,"12164,9344,5699,3239",5697
8639,"11837,5907,12930,6166,4828",10952
10672,"5283,5524,12779,3448,318,11633,4924",3586
8593,"8669,2664,13028,4983,11711,11137,8800,11524,3168,13247,11778,11706,9647,1349",2253
6825,"12683,4378,4084,6524,7831,985,8757,7262,3923,6783,10191,1873,5351,8181,2775,10120,9789",3129
5558,"6492,3033,2441,3934,1364,404,1513,8898,2326,4334,5725,5391,1632",8127
3445,"5639,7241,12298,11010,7303,9058,6186,11435,908",8721
8371,"6799,11985,5088,5412,4015,12584,7910,9463,6013",7753
4190,"13064,8409,4595,7376",1986
4686,"11730,8428",1080
5637,"660,1690,5264,6970,1181,4662",11199
8114,"11226,12683,12156,931,4871,8887,12712,9927,12665",5612
9068,"438,6653,4983,7289,12999,4907,1477",11444
6948,"4479,5499,4659",1340
5114,"8831,887,5295,6596,3822,4972,1,12298,8055,2932,10766,5730,752,11503,6482,1571,5062,4689,13030,3282,1385,1477,10957,6261,4870",3447
8831,"764,13210,5283,4192,7840,9014,4307,8809,13247,7456,3476,7931",3960
12636,"6612,11387,2200,5757,2326",12284
2908,"6969,2893,9478,7511,12260,4419,12373,2795,2243,4936,11011,9078,9692,1571,3347,4573,5446,3144,12507,12076,8222",1341
12549,"9654,6596,4942,12298",10957
7618,"5675,7469,6700,10769,6538,4950,2415,7327,946,12852,2118,11619,5473,10837,2417,8328,13311,373,1161,8054,10988,6994,11416,8563,2275,4334,6559,10750,4301,9766,6236,12010,7389,6239,6106,7641,1266,2962,6918",388
10413,"1124,7484,4134,13027,537,3357,7241,12029,13074,3022,9603,5544,6778,7687,2007,7339,4298,1887,4936,6275,9692,820,7308,5610,1715,13120,5062,10294,8552,6186,7194,1229,5240,7362,7581,1065,3082,8133,3586,5580,8721,1341,3905,8812",3960
8380,"1124,2682,123,13074,6310,679,9701,5610,13247,9431,2397,8992,12213,635,1934,4365,9077,3905,12408,10",12719
3197,"10413,13074,8992",3905
1234,"19,13291,12979,8660",6236
12751,"13291,9014,5506,5909,6443,1823,3019,5829",6307
2040,"19,12751,13291,12979,8660",6236
1388,"10383,7451,8481,3062,10166",11753
9327,"5600,10082,9174,6826,10404,12251,185,388",12413
424,"5229,5809,9940,10988,7566,11503",12336
13113,"10082,12033,12944,12956,2910",12482
296,"7469,11206,10082,1740,6663,7936,9117,10504,11340,11000,7785,12944,2399,4294,7363",10851
5016,"3088,9327,296,10082,6974,2930,11340,9338,4106,8006,11878",6863
251,"7759,9956,11058,5809,717,4224,7998,11593,1737,4755,756,9233,7655,1381",6604
11206,"1905,1713,5628,10154,119,1869,2165,8702,11340,5218,8829,7232,5906,756,9614,9024,11365,11783,3367",2576
1713,"3033,4453,11340,1577,10782,496,10271,2293",9531
939,"6653,1624,10082,7840,2001,9940,5677,373,12336,6397,9338,6305,2821,2244,11444,517,4996,7788,12618,2669",11034
5262,"8236,11828",10851
914,"2441,11593,3897,4591,3967",3100
8664,"1375,6663,2626,8702,11010,3339,8645,9077,9871",8721
11669,"5815,7742,9564,5699,3306,10596",8758
5815,"7742,6845,5652,12525,6471,5062,9265,10782,8500,7967,1266",5013
5851,"11202,3735,402,4952,12218,4733,2638,10651,820,3863,3161",12676
8517,"8544,3051,11543,9718,7627",13306
216,"3598,13067,2951,6787,5250,1089,11985,8599,3322,11379,10142,1472,7845,13092,6068,3112,2776,8294,5228,9017,3240,11607",3129
10985,"8291,8809,4692,11633,6099,11692",3447
6041,"7451,1990,9098,7241,4179,10639,3432,9181,12027,271,7509,4307,8809,2048,12675,1442,6522,5062,1322,10400,383,1477,6001,3362,7376,13073,10002",837
12851,"7451,5283,6041,2312,2952,5188,8858,1442,8978,3029,31,13073,3476",8414
12277,"5334,9716,16,2396,6186,8358,7362,10957,6370",9954
8457,"5283,5658,7241,7936,430,5031,5204,820,8809,6070,3029,1322,11753,4107,5052,4924,6425,2399,3362,6766,7376,6236,8721,3476,4420,7931,11615,12361,3960,9320",775
10366,"867,4586,12448,11495,7164,13122,11579,544,6183",7879
6928,5309,5485
11115,12019,168
13226,"12811,6153,7988,3436,10016,2047,6994,6775,6029,1417,13127,6106,5391,3581,9414",1419
11816,"3356,4553,5560,3019,5241,7005,9864,13268",1341
7573,"11503,9306,5560,3019,5241",7005
4071,"84,6524,3721,7831,8757,9789",3129
3713,"3398,12450,11985,10502,3333,1420",203
13124,"10498,5947,6222,94,10219,6731,5047",8009
5839,"12660,11097,413",10946
10080,"7498,6544",10857
11499,"3070,3043",6783
11937,"10798,6799,9047,11985,5099,5968,1472,13092,8782,1873",11607
11039,"12683,8114,6055,11884",6440
5768,"6475,4345,11767,4983,9019,9891",491
4336,"9680,8813",5419
3102,"12713,8960,6845,10730,12728,9180,4367,2886,6443,12291,13197,6986,6720",5485
10162,"6944,12851,9314,7241,12029,7840,4972,10498,8401,5956,8809,1322,2678,8333,6489,3476",10422
7340,"2782,5637,5593,12416,9261,10052,3389,12352",6150
6767,"1475,8,9873,1114,9940,11543,9999,9712,4764,1701,4595,5460",12750
5940,"2062,1219,2694,10916,5753,2697,4416,5927,10331",1349
433,"9465,6166,9824,9427,9170,11734,8168",6236
5313,"6464,12269",6588
12801,"1235,8785,3877,5678",7483
12897,8503,12779
3269,"3183,671,1287,12418,7659,13030,1385,11300,908",7438
5166,"6698,10416,11444",1631
7225,"7241,7523,8809,10702,1934",3129
2335,"2893,6524,11187,11469,8920,11003,7193,9908,5030,9473,6651,12814,7384,2953,3356,2701,6490,6186,8202,8592,3827,7993",13236
4388,"6480,523,8814,87,640,5125,4224,4307,3753,8409,6421,3497,8293,12408",11315
7867,"6198,12042,9418,1213,8809,11462,752,3297,13063,10795,8500",5631
12042,"6139,9418,1213",4107
9418,"5283,2035,1213,4224,3297",1477
12837,"7867,12042,1213,10730,5411,9969,10630,1980",11123
5914,"12620,4279,7800,92,12567",9927
4790,3758,3923
7333,"8320,11949,2577,3551,4014,10299,4054,1442,5517,10330,4379,9854,9023",6678
5300,"8320,3551,10299,1577,1442,5517,4379,9854,9023",13201
13313,"856,9193,13055",0
6942,"3398,743,1873,365,3292",11282
12847,"5336,9326,1355,5999,9313,4476,3407,1373,1619,6025,11904",13256
5486,"3169,5470,12195,11152",3758
651,"4806,12620",6541
12667,"2150,1131",6236
7732,"2893,7225,3357,5802,10375,7511,7241,6751,11940,4179,572,5544,2795,2638,4936,9701,9692,3239,1442,11519,9280,6186,8358,12676,4793,8222,3129,4348,4239",3960
6340,"11202,7732,3357,7511,4419,4936,9701,9692,11519,3314,4348",3960
1908,"7451,5283,12577,13063,5097,9024,11717",388
6533,"7451,5283,12577,13063,9024",11717
8070,"2158,11754,12675,5294,9077,12765",12328
4519,"764,10570,3815,2638,2241,9259,9718,8783,10326,6783,3684,9953",3960
10082,"8230,5334,1713,9418,4825,12510,3204,87,11340,271,4307,7416,8358,496,10957,5070,6236,3014",7935
4825,"1713,11340",496
3541,"2383,4938,10995,3239,916,4652,11839,9416,13073",3960
10632,11734,3586
2019,"4391,2713,8801,6383,12452,6268,3790,12391,6442,5510,11843,13013,9994,1618,11821,8887,6569,3558,4319",4814
132,"3107,1686,7241,2759,4733,2638,5506,10326,7227,9170,8268,11734,6740,4696,12676,383,4010,7179,3586,1663",3960
1686,"7534,8544,4519,4733,5714,9718,8783,3684,6740,6186,7627,3586,13306,1663,1523,6618",4865
3190,8966,6099
9086,"13248,4032,5410,12156,4378,7736,11808,5591,3043,8478,8957,11275,10502,4911,10296,8547,6380,9708,11607,12470,12001,8683",7753
11837,"3267,9465,11848,6166,9824,9427,12385,1065,4828",6316
6287,"10676,5281,4807,10867,13262,581,6745,9433,9626,13039,7698,11559,533,12094,3065,2426",3855
174,"6139,9388",9135
8703,8599,2401
11420,"12968,8599",3043
2866,"5613,13027,2782,6423,12716,1855,7252,1689,241,9280,10089",559
9722,9265,1322
9840,"4519,364,1740,12302,12373,12149,10651,6882,1482,8809,3356,6186,10614,7627,7073,3649,3548,8728,13075",4296
2435,"12968,7831,3361,6783",3129
12363,"12968,9526,7831,11391,2063,92,6783,6226",3129
5251,"1828,10643,3860,5741,7488,8737,3282,11132,6194,6753",12429
380,"1068,7964,1174,651,12432,13225,8919,6733,6102,12620,3790,6971,8813,6541,8313,9884,12567,9670,4584,1620,770,4840,8812",6965
8549,"11439,13262,11562,3244,7856,7736,8955,1580,5623,8809,13247,2494,9633,10332,6335,8037,9502",3960
3244,"11197,9047,9485,12968,12195,2483,13168,8815,8809,2508,2089,5365,7130",3960
11562,"11197,12660,3244,11097,2483,9524,8809,11320,2089,3719",3960
6214,"9637,6998,12620,9692,1058,525,13247",376
448,3334,11650
7150,"7451,9284,3877,10002",3960
11535,"8870,1769,2280,5714,2734,8364,13270,9040,3535,8239",1087
3011,"7451,659,19,7241,12155",7456
10385,"1711,2068",158
12856,"12620,9135",6965
9928,"11862,6030,4378,5161,11609,10883,5889,7533,13092,1499,8547,9154",1907
6477,"8832,6030,12426,4215,5099",1907
6030,"4378,5545,13092",11655
10053,"13027,3357,8985,5731,9824,696,12610,8542,9891,9170,5646,5666,10919,7940",11545
13056,13092,13093
9678,"13247,1410,4213",8039
4378,8599,3043
4119,"4378,12968,11985",8599
5385,"3466,7276",13114
12286,"5658,3762,8740,11734,7581,3476,4420",6879
4310,"13210,6139,2651,11832,7936,3059,3276,2403,10404,8803,5277,9085,3857,5750,8493,11222,3356,8014,5062,2876,12563,8772,9265,1322,11753,1477,11949,5046,6239,1160,3367,2547,7931,11717,2022,1348,8726,1218,8009",4870
7306,"9420,2059,4173,2165",12057
7614,"7840,1119",8218
10589,"9056,4066,12577,12986,6809,5062,9024",2962
8585,"12195,7736,12968,12268,10502,7334,5228,12470",4814
473,"10210,7140,3398,2051,2110,6570,3515,7654,8957,10604,5104,9822,9971,12584,6380,750,10557",4183
4414,"5283,413,11920,12675",1349
242,"10257,9692,11134,7086,1442,12159",1934
4843,"10770,242,11318,6470,4253,12620,212,2830,7820,4505",6013
6550,"159,12979,12779,704,5102,11633,8185,2439,6425,10957,11444,6236,3476,10331,3960",10034
10471,"7736,9047,12968,12268,8957,8373",2195
10605,"764,9418,2153,7493",7694
3262,"4858,4485,7736,1112,11985,1357,8957,9885,5776,12559,8923,3487,10124",9161
8646,"6787,7523,10702",8294
10003,"11197,3398,11985,8957,10262,13092,4911,1693",8683
381,"7736,3398,12968,12195,11985,12268",10702
11345,"10798,3735,4485,7736,3398",4084
12860,"13248,3337,11197,3735,5470,11345,381,2313,5435,11985,12268,3515,8957,12821,4605,5464,2042,10262,4911,4476,11330,10081,8867,7359,7565",11468
6787,"3398,12968,8599,3758,7523",10702
5305,"5938,3398,9526,7654,7804,5010,632,7364",750
7068,"6330,5841,11197,6245,7029,5470,11985,12268,7709,3070,11489,8957,13092,2077,13102,10081,10557,2775,8683",5181
9047,11985,3043
10965,"7736,3398,11985",10702
9959,"7736,9047,3398,3788,11985,519,8957,13092,4911,1420",203
4485,"7736,9047,4084,8957",8683
8567,"11197,11998,4485,9959,12684,11985,11489,6838,8957,10262,4911,9313,10917,6924,9971,6211,136,10081,2535,7565,8683",11468
5336,"6787,11985,8957",10702
7736,3398,12195
6026,"7140,4485,9959,7736,381,3788,3288,12268,8957,5710,13092,4911,11825",10296
1785,"6354,10883,8801,10916,11152,5776,10458,1437,12997,7084,11179,12444,5351,831,6569,9387,11025",9607
12445,"4929,12330,10003,381,5250,12968,12682,12268,3070,11041,3437,10826,5710,5776,12358,10227,12444,2220,11655",874
6594,"10285,4032,11197,11862,6799,1545,6724,4485,5336,9959,4084,12968,2713,8871,777,11985,3845,12083,8643,5510,8957,2093,1565,10262,3330,13092,4911,1618,1607,7334,3853,11021,3446,10081,3487,10497,3292",11468
8497,"1739,11202,4442,7225,2528,13160,12260,12611,1887,12936,10651,8717,9692,1442,11519,236,6186,12076,8222,12024",9164
6008,"8801,12268,3777,3437,2351,3923,12559,3333,874",10008
9807,"6423,3735,5470,5486,6026,122,3788,5202,890,12968,12682,3022,12268,11152,3758,12821,7252,365,10089,5580",10427
8417,"1966,9063,7521,9737,6325,8402,13294,7419,4944,11393,8648,4718,10801",2226
7229,"8481,9113,510,6633,13088,630,8561,3924,9570,8293",2026
5622,"764,10538,11202,3195,12218,4181,7241,6751,1370,3551,7444,835,4936,9701,3663,9692,11667,1442,6610,11734",6186
9775,"364,3441,9259,6186,1518,1196",376
191,"8423,9113,8645,5052,4924,328",12000
9220,"9147,4185,4509,10730,7779,9117,9149,872,229,11811,2655,6501,9699,4325,5672,13233,3552,10138,9919,7965,11393,12126,8130,8375,5574,742,5740,965,12419,1172,2106,4219,7490,12913,11057,3259,12389,7352,4989,5107,4043",4756
9540,723,11003
11059,"8450,3573",3004
412,"4003,12722,10567,13160,11469,12260,12059,8624,10066,2795,8600,628,3856,11011,3918,3174,3355,4783,13120,5606,10005,3144,5747,4025,2270,11132,9451,7062,6261,850,29,2963,11828,6248,6676,2732,5752,12024,3548",9164
12450,"2951,3398,3788,12195",11985
3788,10502,994
1928,"3788,3070",6783
12892,"1928,3788,676,3070,2799,2063,6783,6549,11655",12001
122,"3788,3070,2799,6783,11655",12001
12259,"19,7625",578
5238,"11817,5476,11807",4330
2688,"13067,13169,2483",4408
3042,"9510,5410,4858,6724,5336,9047,6787,2445,5250,12968,1089,8875,12195,11985,142,12268,7247,8957,2093,1565,10262,3330,13092,4911,5641,4207,4642,7872,10984,1607,2169,6380,3446,10497,10913,2195,1693,5766,1564,12470,11282,9161,8683",11468
3357,9824,9259
9021,4972,8078
9212,"5470,4670,3333",9227
8388,4201,11468
4664,"4858,8640,5710,9535,12604",12470
13309,"2893,887,12260,6651,4936,9692,11422,1799,9950,8358,1276,850,2732",3960
10747,"1278,6497,7241,3892,10610,6474,8428,7368,5668,11224,1194,3841,2262,2808,143,13205,189,3126,2034,12031,5719,5119,12954",2106
4875,"5283,2314,7241,12029,6845,430,10350,271,8809,5102,4291,9863,1322,2011,13073,3476",3075
780,985,11825
1886,4377,3960
6179,"11178,11202,4952,8544,7225,4519,1686,5656,12611,4403,3051,2638,4936,10651,9718,8783,10326,10840,6186,1065,13306,8222",12024
8013,"11202,12459,10858",3129
828,"2672,6724,4378,4410,3798,2249,11985,6133,519,8957,5999,6414,9371,6783,227,11631,6380,400,8294,10913,6054,6178,994,5933",6226
4410,"3788,11808,8599,6783,5412",1387
3700,7241,4972
5131,"7451,771,13173,12399,10033,1410,7857",3685
8320,9854,12468
6140,"1871,6058,4519,8274,8783,7627,13306",4023
9071,"8423,4144,8970,12019,8324,5533,6172,1302,6809,4489,3734,6994,5162,1761,6621,4068,6174,3586,8078,11157,6239,10872,1266,520,2684,2962",8408
12722,"6475,4442,3183,364,3441,6155,1915,835,12936,13057,9692,10923,13018,16,9280,6186,7073,8222,9866",6307
7152,"1852,4173,2150,7937,4660,5076,1517,6186,8922,6913,7376,331",2359
4546,1714,8202
6916,"8958,12345,13287,12969,9284,8570,9707,10465,6602,3491,11123,6753,244",2359
8958,"7964,6248,9954",4513
12345,"5584,3183,7964,9314,5639,11003,4345,5972,11127,2638,3551,6837,10832,3580,8626,16,3239,9048,13016,5960,9280,13250,7207,13073,8222,9866,10324,5013,3447,7668",10974
10207,"279,7767,7710,9937,3859,11134,5665,1147,8740,1226,5517,11661,12079,5963,4568,3499",3960
10349,"2298,4753,7962,7241,5961,12351,6968,807,5031,7830,3984,835,7945,1066,8764,10833,2113,9392,6588,9647,12295,12236,8977",837
10660,"10770,651,12620,7800,11924,7820,9670,4584,10365",12247
2497,"4952,2638,12936,9692,3972,9280,12676,376",3314
3567,"8488,5273",2359
11520,"3598,2951,7736,3398,12450,10160,5889,10262,5215,8290,5412",1420
5202,"5470,9047,3330",1387
8483,"12968,2313,8801,5099,10172,12083,12871,10502,3292",83
10600,"6787,11152,3758,3760,8137,10702",8294
3435,"7614,5277",9931
2268,9495,1631
11026,8212,4294
13138,"6451,9120,3991,3928,8130",10282
11738,"11848,341",11734
9352,"8261,2671,864,12033,8385",331
8194,"13129,10348",7716
9039,2241,9164
1305,"7241,2626,11346,1833,5833,7554,428,5052,4924,338,496,8721",12832
1062,"430,5054,182,5504,9700,6324,5894,11222,2679,6425,9527,4812,3367,7641,8934,9797",11597
1990,5062,2679
6876,"10892,5592,7934,9867,9762,753,1705,1233",1336
3224,"2560,1739,6870,10332",10761
6828,"4442,2666,3441,10766,5605,5939,13209,11048,7073",11181
3250,"4442,2893,13160,3441,12260,7193,2795,4936,9610,10651,271,1517,4625,1020,12675,10900,8189,1799,6186,7069,6370,11828,8222,9954,6307",9164
2098,"3468,2859,10927,5031,4972,1590,532,10865",9823
560,"8600,3554",9320
11918,"10567,7496,9427,10923,8189,7528",8645
9132,"13173,8815,5076,9135",8039
9734,"10232,12259,11918,10247,6639,3754,3201,11222,7141",6261
12312,"3788,4535,6437",994
2486,"4483,10941,9531,2576",3447
9309,"924,6171,11098,12661,11985,211,12358",6054
9128,"4378,12083",5154
12661,"2951,7316,777,11985,923,12083,11429",4955
8950,"835,10651",12552
10040,"3398,12968,12195,11985,12268,3758,8373",365
4045,"12268,8966,92,3558,513,5190",13114
12432,"6961,11420,6733,3043,6783,12158",3129
1630,"1068,11862,3398,12432,6733,12620,3043,10995,12567,3281,4584,3292,8683",6965
7878,"12029,6544",2164
1036,"7878,12209,7241",6544
11492,"2893,2183,537,2835,2554,1857,11829,7193,6651,1887,835,4936,9701,12936,7109,10651,1041,4625,11519,1799,9280,12507,6186,5198,8358,5354,2270,11288,134,6370,8937,8222,10325,9954,12309,12429",4513
5513,"12660,11097,7448,10712,11173",9239
760,"13130,12564,4395,6611",6186
10507,"11058,5541,5844,3059,8815,6544,2164,6471,10937,3595,1737,5485,6879",12501
7986,"5229,5125,4224,6809,6106",5837
10245,"5229,13173,5188,11268,3303,12443,4122,10749,12251,6213,331",3960
1782,"12443,5884",3960
8184,"7451,7241,9465,8481,12399,3207,9427,11734,8645",3960
7898,"8,7962,6538,4727,12399,10837,5730,12443,3857,2034,2736,3394,13073,442",12941
11014,"8744,7529,439,6172,6544,6391,10941",82
7724,"11187,11003,8740",1065
6584,"5470,4378,7736,10040,4084,12195,11985,10172,3043,519,3708,5968,8957,7616,1565,10502,12441,4911,7136",12001
4509,"13177,13173,3059,12577,13020,383,5794,7931",7199
10850,"10166,5341",7243
8719,6464,10992
7326,"7451,1375,4649,8570,8938,1577,4328,13186,9427,6170,11551,9229,1692,2729,7376,10757,8467",10839
1375,"7451,7241,8960,4453,6070",10946
8040,"7446,12909",3860
11521,"8696,494,12708,12136,4650,3681,11066,6649,1556,13030,8358,11475,7355",809
11072,"13262,6639,7383,1813,3976,3820",12076
675,"10643,12620,1442,6186,12076,1663,9164",761
3170,"675,13160,8920,12029,11051,4733,7444,10651,1813,3008,7086,1442,6186,12076,1663,11897",3129
131,"3455,8420",3457
1510,"1569,11767,7901,332,4774,12436,5264,9891,9170,4677,8168,8586,11863",4716
7369,332,1065
5082,9014,10824
8399,"1881,10123,12027,516,5476",4330
4223,"10524,9779,8399,466,5545,1565,5476,6956",4056
1076,"3069,10459,12277,2497,9692,2798,1021",8222
1247,2566,8270
2528,"8399,3695,5662",3887
8188,"6221,5171,881,3122,6845,12291,6417,2904,11803",2258
323,"8260,222,2044,3022,2638,8759,5452,1492,8212,8334",6732
8260,"323,222,2044,3022,2638,8759,5452,1492,8212,8334",6732
2044,3022,4748
222,"2044,9388",107
6243,"9063,8328,8021,12984,2584,3928,10121,10544,8001",1087
2385,"7981,5685,11066,6490,10461,10005,11132,1176",2712
13280,"9657,2664,2671,7241,11092,5974,11337,11667,5428,2883,1322,6421,13073,7072,5028",1256
11378,"7783,466,11817,7121,11347,4748,12343,1874,4923,1451",8752
11117,"402,6520,1881,11817,7121,1433,3004,6121",5476
3573,1881,10493
8060,11117,10381
6520,10381,1492
11318,"10770,651,4806,8919,4181,4253,12620,6541,12616,7820",9670
3519,"9657,2664,6550,2449,7131,6747,11544,7025,5428,9425,2808,317,237,5401",5028
6380,"3788,12968,12195,8042,3043,10502,2077,8294,994",9783
6700,"10567,7241,8562,9427,8189",2679
10567,"7241,9824",9427
9174,19,6544
8635,"3183,4952,581,13287,8582,4787,9473,6651,7071,1887,4936,6498,2289,10069,11368,6490,5056,10761,12309,6676,8104,10030",9288
12428,"7898,6090,10007",4219
7855,"8468,3697,6799,3398,777,11985,8042,7672,3760,8957,5088,6203,10973,706,3538,10156,1693",3292
6587,"8468,4119,4378,11489,8042,7247,7672,10502,13092,9313,10917,5682,2508,3112,4207,1607,1676,9971,203,8614,6054,1693,11607",1387
60,"6839,5470,4119,3398,6587,5083,12994,7247,9317,10262,4911,9313,10917,5088,5215,2169,6380,7334,136,10409,994,9227,6226,8683",6025
6152,"10730,510,5721,12867",2351
10189,"7451,9427,10368",8039
11371,"9174,10567,6049,3059,8328,3514,9423,7079,10271,7641",745
4406,6802,1538
5038,"3183,6632,1662,6651,4563,2638,1887,8600,10326,9692,128,7079,1322,2712,2736",996
9656,"5899,1068,4857,2347,10194,4542,128,11222,9280,6186",9810
4000,"11688,13005,6351,12389,5107",12481
11688,38,1793
12593,"12909,6981,6462,8990",6218
12909,"4952,2497,13042",8202
8636,"10734,1739,7964,4952,11521,12593,4787,8190,1121,1331,8132,8717,8532,1842,8605,12228,588,7948,12677,9950,6186,10835,13306,3349",7199
12425,"5283,1219,3740,2511,540,2543,2468,103,12011,93,525,9385,11753,2130,8791,12416,7399,10488,3019,3213,725,8728,6957",6307
3528,"10567,3940,6544",105
4343,5443,8721
1034,"2893,3806,4952,6524,6573,7511,11187,11469,5129,8920,11003,13287,7193,8604,12936,2241,10651,7384,6490,8011,9280,5354,8592,10325,6676,3827",9164
3449,"13177,3303,9427,8988,4739,13233,8361",11717
10638,"7964,2333,7511,11187,11469,8920,11003,13287,5030,12785,6651,10651,7384,2701,6490,5354,8592,2270,6370,8222,3827",8384
8346,"2893,10638,6524,8165,12644,10490,7511,6308,5354",10933
8524,10044,3960
1069,"1082,6307",3960
3605,"11606,5625,10412,2021,3129,695",4023
427,3605,2021
10014,"8985,7877,9770,10316,3826,1876,11408,3239,8901,8189,10946,6207,3960",2359
5161,"11353,8599",2483
2445,"8832,11197,4378,6787,3398,890,10317,5161,11985,8599,6972,10172,3043,8957,2093,4911,5215,8440,1873,9536",8683
7244,"10317,4084,3043",1420
890,11353,8599
5802,"4181,572,8599,12620,519,5387,3330,3127,1934,7130",3129
6707,3755,327
10552,"5840,3586",5553
5979,"8320,4179,10299,8064,12317",4379
954,"8696,2497,11003,13287,4542,8600,9692,10594,9280,3282,8358,13150,12978",5626
7966,9692,7005
4639,"7534,176,8700,9610,13120,6186,1663,1198",12000
176,"7534,283,8700,6651,12936,9610,10651,13120,6186,3282,11132,11435,1198,12000",9164
8865,"5016,7040,7002,1833",7376
8838,"2086,7866",1833
1060,"4807,10252",9691
2462,"10252,9691,364,10154,6733,6651,9692,1813,10702,3923,1139,8294,6186",12076
10252,"4807,4952,2497,9691,12620,835,12936,7109,9692,13018,3923,9280,12676,6517,376,8280,12309,7993",4348
2704,"3700,2939,1322",9624
12748,"924,2230,381,5710,7652,3923,3538,12731,11339,5154,10008,7476,10427",9519
12014,"615,2562,7241,8985,10923,3239",1322
887,"4952,2497,9908,13042,12936,2827,13030",3476
3025,"5283,1600,8960,8209,328",9509
4915,"3033,8809",9777
1600,"12029,9777",6913
11180,"8312,8513,9917,12,8983,8350,312,6108",9088
9490,"111,11053,8274,772,3051,2709,4936,5714,9718,8783,886,976,2476,6186,9455",10494
464,6887,4905
7104,2318,10491
9326,"10317,1112,3043,10502,1873",1400
7102,"9697,8377,11835,11481,6958,9985,2905",6701
8789,"7683,6499,12779,7523",8809
11487,4733,1442
1889,3892,1364
1506,"12330,6787,3398,3788,7316,2713,3070,3322,11379,10502,11279,5010,6068,7014,136,6549,1400,3292",6013
3166,"5062,4449",383
5250,"11862,12195,11985,10502,4533,12159",1387
8084,"3879,9014,3934,9769,6417,7554",9531
11395,"7953,10489",9301
3570,"364,12234,7497,1019,9058,1934,12311",11101
4784,"13210,7241,11838,6651,184,1151,3943,4107,10750,6880",5017
7445,"12260,1277,10307,9504,11838,4660,1430,1517,11568,4969,12875,5017",2359
10438,"1461,7964,3505,2835,11263,364,13160,1588,3830,7488,8552,4035,11475,4334,8133,9866,3129",1615
