id,cited,target
6827,"4131,4734,9060,11418",8885
5419,"11844,7985",7350
5157,"1890,5458,12862,2927,4844,11090",5074
10327,7499,12996
12981,"7628,1598,6676,63,5810,5157,14385,8687,6405,12862,9897",5074
4949,"1942,13853,3730",12776
6346,"13197,9283,10499,12582,402,12437,13559",10621
14426,"5214,8117",7874
4702,1340,2579
6999,"1219,9698",2416
5238,"1550,14557,5685",13586
2211,"5184,10451,12789",2911
9633,"7536,14268,6792",7150
9292,"4199,10887,2136,13932,12088,10130,9227",4960
12246,"6025,13965,11949,186",8906
10199,"14473,3157,11900,4539",14268
4080,"1992,12102,263,7163",5800
5132,"7394,13047,13717,6644,2660",801
3764,12663,13979
2032,"2513,14130,7309,8896,14274,5157,5506,1001,5946",3014
14423,"5156,313,6846",7292
4062,"6701,9061,10370,7622,544,1932,6096,6768",958
2865,"1467,5391,9785,919,7842,118",6515
2376,"3512,5974,6938,12748",11695
10981,7618,8869
13351,"1986,1709,12064",9152
4033,"3146,9632",5103
418,"946,7514",1031
7918,"4380,14260,4260,1888,9844,10353",14108
10633,"5636,7734,6585",3100
5139,10838,8851
6057,2294,14189
4815,12300,4773
5934,"13795,12279",7212
9332,"14533,12878,10633,11253",4365
11538,"11090,14153,5382,11637",9696
11356,2744,10503
9727,"10408,1856,8716",4265
262,"6927,4907,12135",12765
12923,"10176,10843",7902
3659,36,10054
5289,5640,1585
9980,"7198,8003,5893,3612",10756
9165,"6497,13097,13448,2582",14214
6538,"11102,4580",1655
4375,14504,1834
9571,"6242,9434",11298
7329,"1787,2277,10013,4278",8710
1503,"8526,12429",1084
8651,11654,13282
3113,9998,12580
7716,3361,4038
9097,6211,3842
11672,13139,1856
9795,"12607,13441,6323,1309,4941,3667",8342
2525,"5142,11854,12605,3303,775,7219",7807
935,"8003,9062,11375,12168,5780",1091
13825,14260,14221
3373,"7514,2951",13409
3149,"7676,11411",9358
11838,13599,8179
7192,"8321,9751",1581
10588,3665,14062
13846,"14290,5765,1856,1604,13751,836",4908
9619,8776,11629
8034,"2472,7060,3716,12401,1022,8585,2941,1190",11743
14037,"8948,7100,12",674
7666,"8589,14366,369,1785",10510
5890,"8143,8576,5038,14441,3525,7015,2732,14222,1291,6984,2183,5508,7828,11637,13244,426,711",3431
14442,"7884,6849,11791,8268",4339
5502,"8561,12731",683
12110,2015,9106
391,12122,1436
5356,"2588,7361,3092",7598
4568,"8202,748,674,2757",12673
7187,"13945,4199,11311",2838
11618,"221,2128",3793
9357,"1948,11694,7837",9186
811,9152,14113
2866,"4341,11272,8597,8271,899,11558",7830
3845,"5937,10312",13029
1711,8008,3049
9037,"931,7042,5184,3640,2260,11766",13038
6862,"10402,8318,8546",11578
11077,"13502,1657,13647,10560",2655
3081,"13603,6323,7350,4050",11245
10234,8919,8261
311,"103,4131,8275,8163,1038",853
3255,5260,6675
1634,"132,12903",13929
5801,8473,86
13704,"751,4959,1670",6833
841,"14211,3146,364",10947
3467,11828,10561
2662,6873,2199
11563,"12177,9415",12765
7876,7759,2949
6830,"4032,12363",2154
752,"5648,4123",6818
4673,9961,1367
4182,2717,3933
1170,6695,1489
12507,"4199,10563,2250,12421,2935,11949,4941,14366",3206
4215,5587,3960
8151,"7948,9550",1651
7772,"1902,11665,502,7144,5454,7490,4378,352",9968
6906,"14260,9800,3034,11934,3933,11485,5529",188
7218,385,5345
6488,"2223,4877",4159
3345,"684,8753",4821
12878,"14156,14221,5972,4365,13772,1587,11485,341,5817",12765
8053,"2864,7905",13714
14085,3559,5759
954,3618,2670
7156,"9722,3157",2199
5721,"1742,5364,12018,10534,6493,10887,11421,2050,6792,2615,11342",12207
318,"14533,7734,14388",1313
11784,3469,5300
6507,2728,1031
13229,"13427,5303,6019,7179,2011,1489",8761
14322,"13489,9274",9698
9693,"12018,11303,7660,10023",13106
8831,"9963,4113",13587
1872,"10539,10562,8640,1378,4380",13408
12698,"7361,5561,12687",6374
6591,"10633,6585,14330,11464,5266,11665,4378,12646,8566",3205
440,1754,1014
6364,10125,2199
10802,11201,3670
14284,"13063,3930,12945,13906",7147
4786,"13707,11816,14090",1328
8732,"2839,7869,6822,2778,12556,6991,1394,6485,11194",8844
5617,"13195,12317,12298",12383
14075,1394,5344
4886,"8019,181,5475,12321",5719
12700,35,6152
8361,"10815,13447",12377
6259,3101,9648
7904,"4226,7927,4262",9823
4730,"4256,992,9722,10566,524,3157",10357
5428,"4697,13772,13558,12045",2301
9149,"599,14211",10134
8082,"6925,3769,2256,14450,11435",14298
12134,"12833,10311,6109,1149,11975,14268",5252
12185,"8647,12493,522,10134",10483
9610,"6649,11521,11684,8697,1830,7471,4298",13038
11071,"9722,13845,3157",9703
7586,"5561,7794",11676
4053,6138,5163
10077,"13982,2520,6996,8257,4217",707
9268,2570,5685
7071,10,1008
6981,"8545,3966",5227
11367,"2342,14366,12277,7667",6762
2270,"12841,2080",3326
6329,"7093,9620,11796",12863
10237,"5211,1742,12018,11303,11421,10023,9693",3076
2632,"12080,7961,13038",2503
7955,8178,7198
5756,"11006,349,10511",10682
14401,"244,11703",13230
10735,"7729,6900",2216
13220,1159,11766
5211,"10015,12018,11303,4492",13106
6592,"2119,1856,2207,1987",1222
6363,8075,9340
7814,"4190,1253,14260,14156,5058,2899",12765
12439,5358,11677
4125,"1890,7716,4630,11470,5218,1049,9162",1382
11159,"12742,6759,2580,6925",1689
14435,"4987,10298,13097,4966",14214
2902,"1888,2969,9844,10353",12892
2413,"13169,8284,10325",9963
5096,7935,2210
9741,"1292,10074",11993
5443,"4956,1581",11766
4523,"13268,8003,4024,9817,9062",2871
2839,"7869,11999,1394,4640,7794,6485",7166
7446,"2892,1302,14112,7999,14022",56
11552,"182,11949,9363,771,14113",4713
4295,"10979,4167,14268,12087",8024
10363,"6052,1084,13154,1013",12452
11482,"7507,11191",9085
9107,"9221,3618",10751
2898,"2729,6789,10945,7586,9532,7794,7166,5914,4096,13588,6374,11576,1944,12522,10445,7361,5561,4656,12687,10934,14497,11000,10940",6512
13126,13639,11559
7743,"8017,11703,10758",3225
4325,"9954,4584,8612,620,7870,7560",2985
2354,14045,1407
3416,"5482,6235,1467,6515,9785,919",4594
11669,"11157,2181,10484,4153,6681,9840,8875,13975",12107
5448,"3019,911",1021
11368,"1967,11183",6803
2115,"12916,9176,1231",5875
1534,"12769,666,7317",6426
13874,6248,7410
178,"13263,14035,10470,12712,6653",8344
1701,"5357,162",5862
12271,3514,12763
6048,"2520,1904",8862
6258,"2445,12863,2057,2132",5335
3173,"13843,3635,6736,8399,12151,13409",7634
3163,"13412,6849,11141",13422
10426,"872,11560",5862
11,8925,11001
4881,"9986,12689,14449,1552",2916
9236,"3171,3026,1834",13254
12353,"10321,9672,14120,995,11177,2092,5125,8983,8504,3757,11441",12637
528,973,13860
5121,"1480,5771",3508
1396,6773,8921
1227,"2337,9721,1108,14467",4708
1437,"1802,7199,10877,7497",9702
1776,"10966,12247,11766",7455
9661,"1629,7471,306,4853",6250
4084,"573,7628,13328,10741,12392,10385,6458,7028,9897,11416,8808,10225,1757,12534,4314,6214",10207
14110,"117,1334",8767
9594,2994,4217
4491,5214,3076
6016,83,1918
581,9485,12458
4781,"6403,7773,5833",10297
12215,"6849,3987,7766",10958
9613,"11101,8657,5608,3933,10564,3303",1805
4694,11525,13585
6643,"13850,6725,2726,7794",7943
10778,"1725,8414,9285",1984
5285,"9299,253,12742,60",6913
2155,"5394,13666",7421
9139,6546,12657
1487,"5405,8394",2833
2716,"4697,5817",7800
7555,"4018,10291,10771,13449,11184,313,1632,9744,5850,14378,3686,2847,1613,8687,2988",355
7935,2167,6135
8393,"2333,6240,11211,11499,14240,4371,10207,12487,9937",12221
7705,"7274,6844,4842",14344
4539,"12607,3157,14540,4167,14268,734",1309
2162,"13841,728,9591,9672",13544
5762,"6699,11110",3503
618,"949,12277,9814,4267",1355
12064,"14155,9152",12786
3028,"163,13295,12733,8675",5677
10052,"2862,8913",10698
10918,"8544,9685,9873",3135
9189,"2098,13798,4093",53
1512,"12582,3468,9818,8974,3430,13130,1873,6886,4556,12464,2484,6462",13953
11005,"4158,12154,5519",351
13339,"3933,11658,6585",8473
4615,"6641,14388,8473,7346",13543
13134,"3371,6435,14557",5685
8353,2450,5572
5209,"13197,4006,12925",4028
4802,"607,4960",11766
119,13668,12416
14288,7284,5353
4238,"10069,6278,14056,1703,6995,1031,12518",6516
3688,"7734,11082,7164,6204,4113",4914
10554,"1403,13890,4181,620",801
6188,"9956,6970",8851
13847,6242,5270
10923,10865,12824
3223,14538,7245
2847,"2035,551,12619,8393,3324",801
3377,"14211,5892,13101,14158,588,6316,4489",3318
188,4190,14260
4914,7360,13292
9827,"2270,3723,7801,12099",11095
1988,"1172,3563,63,5458,5769,12369,12862,6009,5707,426,11034,6897,4844",5074
13746,"5366,6521,6462,1512",9426
13073,"14211,2130,3100,3388,13038",11718
6099,1045,10597
4014,"4545,7734,4710,75,5454,10788,10134,3100,2914",10636
13083,"7625,2572,6794",2377
7873,"11195,13112",10756
8042,"674,3020,2199,14309",11397
7739,2919,474
13151,"4482,13915,580,10520,5191,3772,9733,6674",4274
7069,"143,4392",10898
2149,4123,6982
6396,1581,13976
4022,"9853,1830",7471
8396,"10759,9005,6702",4411
6976,"700,13082,6720,345,3815,2778,10128,6708,1524,5318,3689,5095",4224
1453,"2057,9363,13859",12121
6721,"14540,12317",12458
10579,"7233,4345,13943",8082
10557,938,3470
9853,"12426,5214,6178",3177
2822,"13865,9672,7417",3721
2231,"7884,10124,8824,526",14442
6544,"377,12899,1324,13444,6471,12968",11780
11013,"1307,8620,8040,4424,1421,13081,11053,14125,334,5853,6879",7400
2469,"8375,9496,12954,11524,12577",13043
8803,8351,8988
10485,7625,9004
2794,"11006,7479,13217,197",13177
7194,279,839
6452,"10069,4470,1809,13859,8006",1839
6145,"6736,6250,10347,10560",6178
14340,"5816,2270,13101,8884,5636,8473,1078,5192,7861",13038
7680,"13409,4960,2643",6688
9393,"13307,2720,4944,3738,11975,11253,4234,6833,1494",8358
7828,"11637,6984,2183",3431
13531,"14268,12607,13211,12173,211",7375
5958,"12089,14099,1491,1264,9467,8264,1802,8887",10729
10367,"8561,13717,6561,5840,10831",6154
3994,"2716,14260,14384,3933,341,12203",12765
371,"5031,12554,10997,12742,5357,4421,1369,7691,8366,11911,1689",11290
2505,"8585,8833",6000
10725,"8705,13666,3291,3130,6849,10385,7943",5785
13524,"14221,4312,13108",0
5509,"4697,14260,1427",5817
4068,5470,12261
3086,"3342,9501",3297
12739,"4697,4221,10643,11082,2087,11878,11781,6204",4914
10308,"14068,5524,1327,5454,7511,3481,9927,11981,9561",5420
6543,"8868,9722,3157,13078",4685
4071,14341,2728
10168,"13751,14366,11684,4199,13386,2615",7707
6773,9307,12996
8132,"8647,5601,13223,10788",10134
9761,"3468,14515,9963,3035",5585
11254,13715,9276
7877,"5816,11189,4076,9245",7496
4974,"7373,8055",11656
2134,"9339,6003",2199
7887,"3686,3692,5540,501,2085,6039,8281",6374
13445,"3033,8017,12793",8121
5417,14549,11108
5312,"1284,6704,11694",10911
14191,"8159,6579",5091
13389,"6957,6120",1031
8664,2077,14181
5043,"7478,3570,9342,13140",1225
5219,10931,1867
13041,"204,5136,8676,1856,13407,1324,13811",4626
12315,"9055,13096,4287,5009,2906",12939
13056,"3729,5383,563,13632,2197",4659
4493,"3349,8199,10783,12179,11196,9330,9475,13319,7049,341,13032,12765",11431
7065,"4710,1537,11667,102,4430,11076,7860,6518,13566,5090",1016
9722,"3157,10874",4984
3859,"13751,10660,11943,6699,7494,653",12745
680,"9449,10311,13444,6699",11511
8495,9879,2375
5117,"5596,10915,560,12690,2849",9146
13325,"135,4120",12513
598,"8585,12537,7665,2824",1861
10707,"2298,1940,3909,3779,8639,2468,10939,5896",7539
4961,"1856,5888",5252
8061,"9618,622",5782
1341,"14221,3933,10783,5817,2627,2914,12765",11450
12263,"12689,73,389",4112
7449,"4545,14211,7734,10633,3632,587,3100",2914
3835,1202,5054
2390,"6902,6886",1512
13207,"8003,11649,13326,10000,11584",10869
13071,"9959,11637,2183",8968
9247,"8178,8003,10323,5418",6668
4824,2154,8505
8912,"7198,8721,4259,10114",4960
6874,"14378,4314,2988,4063",5988
5780,8156,14206
13362,"8647,8923",7360
10693,5345,6203
8819,"8066,10355,10087,13297",9353
3864,"12435,12954,3758,1215,5214,4516,9765",10226
6436,1904,7346
8975,6240,10207
1264,"3772,5861,12089,5975,6996,10399,1573,7250,1802",3035
6061,"6807,6736",13204
8518,6759,14446
7685,"73,13489,7514",9730
9766,"9217,3776",5932
14571,"8143,926,4875,8576,6694,3525,7015,8236,514,2732,2333,5508,11217,13071,5890,426,13244",3431
13499,"13082,1810,538,13305,37,6156,2094,1239,12922,5318,9217,11637",2203
3452,"7589,6244",3431
10600,10821,641
10577,11949,14034
7376,13079,5469
1948,"2487,9217,12070,13305",9532
8058,11430,11188
3101,9625,14339
2119,3002,4612
11452,3157,14309
10259,"13357,9368",13592
3553,"7941,1799",4434
10008,"13275,1476,14315",2809
6417,"5598,13474,5091",8067
6678,4735,5677
10909,"8612,5693",4632
11131,10642,12755
7240,12824,10323
1838,"893,9919,10611",11655
11789,10541,6913
9892,8366,11290
13444,9496,12968
1085,14558,1856
8472,7066,2573
13851,7812,2639
9536,"4193,4262,14345",11939
5679,"10062,8542,12742,2728,7932",242
725,"9623,8321,10250",880
515,8763,10027
10,"5881,8101",10904
5063,"11493,393,3212,868",1949
9772,"1109,11938,704",11947
9965,"2781,1334,7936,2256",14540
415,13636,7346
8934,"949,9972,12277,1830,2756,13038",1355
1516,"1253,5566,1587,5731,4548,1191,10516",9770
1853,"9227,1701",294
858,"11110,9376,5888,2655",5862
13760,"13824,3566,7277",8382
3847,62,4811
1687,"6137,6862,8318",11336
1686,"5652,7277",8904
9481,"8267,2618",7758
7475,2159,1949
13256,11654,1092
6776,584,11496
7910,"11209,3157,14268,7108",12458
11713,6462,13953
738,"6212,5413",4434
6532,"4479,9370,12211,12686",7365
6156,"2778,5840,10346,29",2008
4074,14558,5901
2569,"14260,1271",4312
3431,"6984,6545,2927",8393
8162,"10633,1949",2658
1667,"7734,1670,10633,890,14324",11074
5284,"8647,10134,2423",3044
4018,"14344,9744,7258,3130,6849,3689,14346",12295
8246,"3557,4199,4992,2652",13041
12225,"2505,2778",3048
9672,"3621,9859",8465
4353,"1115,6970,7391",4131
9014,"7734,339,3100,8583,4175",12621
1601,3299,4036
8457,"5090,11147",10046
14297,"14332,8585",822
2588,"11576,7586,9532,7361,12687,11000,7598",6374
13140,"6350,674",2199
109,2991,14079
7506,"10532,13723,9909",13363
4241,"9323,1856,1945,9364,6792,14473,10095,9731,1067,7431,1589,1859",11250
12210,"11451,11696",3669
7919,"11325,9191",3930
8330,"6156,3815,2778,5841,6991,1394",6485
202,"8544,9685",3135
246,"2908,13909",8234
928,"162,1286",6584
1017,11985,14064
11422,13223,5143
6446,"10069,3157,4167,14268,6516",2037
7321,7355,8910
13861,1123,3314
5726,"6879,4424,5458,4844",11138
11464,"13150,13282,14515,681,8566",7706
6514,"1253,14260,1587,1271",4312
12968,"2088,2604,11584,11622",5665
9277,"11018,8855,5192",11147
10832,"895,794,5454,13164,1587,10037",12177
1759,11957,10409
14098,"3723,12477",8157
11086,8685,1378
6093,911,3064
1209,"8910,12208,5098",8187
4266,"1888,9844",14521
4437,1813,1398
2510,12122,6842
9751,"12247,3769,1581,11766",7861
530,"14260,1178",11892
11761,"2470,11949,2635",3667
13731,"13299,1294,6619,11626,4642,11517,3633,13504,2075,7360,11295",2658
10971,100,12678
316,"1533,1736,10246,1856,13535,7108,1645",12458
4583,"8757,8898,13717,37,8808,5215",14563
6529,"904,1159",11766
3959,"9129,8484,1229",12845
1243,8473,3265
10145,"5636,10176,9898,2423,1148,1718",2541
9469,"11702,250,11706,2372",6910
11171,14234,10460
5653,13715,2504
4542,"2423,5652,7277,3100",8904
14524,"14228,3790,13664,12565",13988
2199,"14309,1987,1856",9703
7002,9006,5260
9537,7150,8395
9586,"10225,6039,1558,14267",1675
5210,13529,12090
10771,"13063,10291,14378,3725,2988,11184,1632,4449",3324
12776,"7506,1480",9804
5608,"11189,2716,14260,8473",12705
6127,"7614,10481",336
14182,"10725,3686,822,13666,3291,13449,8093",5785
3066,"7458,1805,1802,2784,13982",2589
10871,4960,6688
9498,"4372,12215,3987,4132,6079,14183",10999
12410,"13896,9227,3390,3548",1171
13517,"10213,13491,12448,7734,2716,14260,10449,8943,4718,341,6748,13410,2914",12765
14339,"13597,6250,11420,1629,10773,13908",5301
5449,748,7514
10787,"1637,1856,12672,3217",3074
7949,"10161,9892,473,14110,1334,12827,3272,8139,856",4805
6008,"8143,636,4875,8576,14441,10793,3895,8236,6387,3664,1291,670,7415,6324,5547,5890,13244,711",3041
7408,10246,11766
10352,"8589,7514,5046,4706,12277,9967,2838",7707
12893,"5827,4280,4270",2172
9109,13361,11726
14499,"9625,5046",6132
5667,666,6984
11529,"9966,6466",4042
8329,"5317,4857,10215,7026,7514,5586,2921,13751,3286,1830",11250
3228,"11854,4751",7575
7954,4120,3655
6660,"7178,73,12247,8419,10451",3354
4223,"12701,4795,9217",7105
8442,"5699,766",14265
203,"5742,3683,106,12808",1117
3209,"982,341,10721",11170
10285,"6859,5572",9565
4734,9057,2262
12413,5184,2259
1945,"11521,6873,965,1801,6012,11337,13074,6792,14473",13042
10915,"3947,2915,12824,5596,7508",7971
5852,"5910,1904,14070,11505",10196
1259,"5307,4283",9821
5479,"9020,10551,4214,12187,8392,6365,3708,1206,4795",1068
2391,"24,10349,7971",1627
13631,2766,7934
11760,"12623,11584",10842
8782,"14479,1856,2199",13041
6254,"2213,10288",7040
13246,"4955,3635,4719",11684
1373,"8693,4137,9884",12912
9818,11505,13065
10118,4037,3730
13654,4120,3326
1095,"11637,9696",11538
4070,"10446,13116,3241,8676",8775
12039,4537,7198
3104,"3758,13340",10226
1523,11766,2522
3849,"3758,1123",13000
2100,2549,13223
7337,"13328,8620,10941,13081,9380,3525,5218",6823
10939,"6278,3909,842,13452,9765",5862
11593,"7198,4024,8003",13392
145,"10367,6156,5161",29
13238,"13486,11495",10764
1681,13078,3115
9264,"4976,12855,370",10297
6205,"9005,9812,12580",11525
14219,"1375,12560",7073
8605,"3175,6900",790
3437,"6510,14469",3211
8437,"2492,11585,8764,8534,12429,2216,343",11445
5102,"12607,4256,992,3157,1175,3801,11949,7100,12168,1645",12
5937,"11325,4278,14540,13195,571,13107,12458,1787,10246,484,7108",12653
3131,"3833,14042,14366,7999,7963,6250,7424,8525,4301",11367
11526,"7688,797,8425,6604,9147,94,2565,4477,7815",7373
11480,"13328,8620,7337,9380,11053,5318,13857,13071,5853,6823,7400,13333,12938,10941,5157,13081,10989,1960,7862,14125,426,711",11138
3893,"9524,8083,10650",14065
4662,"2778,1972",3802
4428,"12782,7536,4372,5091,12317",6579
13985,"6907,7201",3573
13466,"2874,14244",6035
4303,"8018,3945",14516
6854,"3577,7777",4434
12085,"8589,10247,13107",6573
13925,"5939,3761,4463",8910
7205,"9152,3568,6033,2048,6088,224,1986",10139
1652,5123,11485
2072,"13434,11667,12712",7160
1971,10979,10712
6966,"8868,4037,13078,1856,9703",3049
4134,"6138,6287,13936",9132
13766,"11719,12539,4650,1065,4545,7734,216,5938,4175",3318
3383,12016,13782
3631,"13890,9959,11637,13071",37
11729,"2557,5511,8566",10487
12789,"11174,12360,2999,5184,7644",2260
1223,"9384,7514,12247,1078,10451,13094",11766
9919,"13223,3640",9191
5594,"2883,5274",6594
14517,"6393,4622",4654
14196,5298,11755
4704,"235,14227,7744,12232",9006
6015,"4545,7734,103,10633,3100,8853,2914",7496
13285,7767,12165
13856,"13154,8710",462
3937,"12378,10749,7050,7932",10532
6925,"904,10541,12742,6759",6529
1360,"7736,11767,12493",12944
10003,"3896,10824",6093
1479,"10207,3364",5932
10265,"4120,5924,3769,13802,1031,10558,12458,9384,2113,1834,14450,5255,7861,12518",3978
12328,"1704,13363",2000
14235,6102,13241
1150,3142,9801
5764,"2717,14260",1587
1234,"3507,13844",1448
3782,1462,8257
8801,"8743,13940,1404,186",5556
5695,"12002,7450,1266,8767,14293",7815
12894,1987,13495
9691,1031,1834
1233,"10633,7180,10954,12072",2914
5725,"2607,1215,9633,1645",658
13679,2604,9015
10472,8454,10598
11657,"2181,6788",13038
5357,"12397,2005",7934
7062,"9129,3881,14542,8484",8257
9472,"11274,11012",9378
320,"11654,13224,502,11464,9920",8651
13680,"8473,4582",2676
4037,5987,12890
5466,"706,9892,9026",11539
7201,"14234,11222",12100
6782,7454,11541
13303,"6513,9061,10711,534,9538,544,1932,8034,10176,6867,1298",1190
11272,"1575,13512,6383,13961,3692,13449,10632,6405,10385",7251
4316,"13328,2083,13063,13267,8107,4314,8687,11558,11917",5988
11748,14540,3049
3413,"9592,14438,11311,13537",6762
11078,"13316,6044",14214
4094,"35,6152,7620,12562",304
14379,"13273,2307",10287
4564,"13390,6948",6152
10221,"9873,7886,10111,11699",3157
4620,"12903,4270,9275",7132
12667,585,646
7905,12921,8454
162,"5573,1061",294
6910,"8003,9062,2372,6744,250,12678",2871
2292,"922,6441,3509",12801
9326,"6735,1115",8448
8156,"9789,8003,9062,10000,4537,10874,482",5759
1875,"2717,10627",13113
6202,"9812,12580",10700
9366,"2980,2207,13078",9703
4492,4960,12863
7193,"6811,9235,8776",11629
1250,"5636,14260,14221,11450",5001
7849,"6730,9293",13265
8284,"13169,7360",8831
12031,"5239,13751,10660,14325,842,7494,653,10826,3589",463
5861,"13008,7819",1108
745,"10553,1334,7514",834
5453,"778,10134,5027",1908
13011,"8716,5586,3889",11744
14002,4928,2267
11925,2555,9651
7530,"12152,9235,11089,7193",11629
85,"5341,10192,11791,1154,9194,9454,5394",13308
5345,2315,6203
9756,"6092,11223",2850
10713,"7734,4822,3772,1802,12539",2589
3839,"314,966,13845",12536
631,6669,6435
13199,"3321,8663,8794,4114",6671
7031,"3212,1701",12822
8303,"5746,3510,8804",11374
13141,"10291,14378,10771",8687
4990,"9161,5150",6779
7692,"7734,13223",9143
11923,5939,9623
4561,"6485,5959",13989
4185,"7734,14387,10633,1651,12264,6722,3644,2914",7521
3054,"12611,4622",2762
14003,"12003,7514",11975
11209,"5347,1533,1963,7108,5227,3857,1031,12518",12458
3192,"2655,12505,2060,7310,12378,9227",12277
2977,"7464,808,12376,10191,12469,7591,14067,10167,6849,10732",14064
8888,"5977,1084",10525
3091,14268,14195
3322,7736,9649
14153,9915,5382
247,"5840,3749",10724
8054,"2577,13015",1429
4205,"9608,12026",10379
2770,"12461,10964,5242,2733",9087
3822,12481,7512
256,"2256,3828",211
4516,"9496,5214",5335
306,"253,3177,6178",11704
7373,"8055,14051",5541
5046,"9256,14366,6180",5787
4696,"10893,3183",7175
4950,"8101,7495,12345,3703",11725
3581,"7178,10838,8851",5139
350,"949,7256,13041,1171,10515,5405,14077,473,8394,7172,12604",549
4246,"2472,12106,8898,13717,2660",12876
4948,"5418,12611,10415,5231,4468",7960
7717,11398,7554
13181,"14156,4312,4560",10449
5625,"5211,8644,10534,2063,3781,5364,12018,5285,2050",9693
12079,11731,5732
1257,"2315,13024",2974
10227,12122,4288
2633,"5203,13567,7397",9063
891,"9135,6185,13511",3076
1266,"797,1863,10828",2565
14192,"13945,4199,10563,2250,10939,14366",3590
160,2039,4223
4757,"13657,7936,2256,11435",14518
9407,12287,14527
13192,"13233,8591,9232,2199,1589,11498",4765
8394,"6836,13041,13859,10560,4960,8216,1689",13019
8747,"11654,7392,4217",2598
6725,"573,2755,12392,8029,10385,10596,7790,2186,1311",8281
7183,6212,5413
14461,"1084,922",5602
7078,"1703,4131",6781
6605,"7581,3100",7534
4614,"3625,4719,5272,6304,8748,12863,6049,4104,5015,12733,5292,5677",12207
9145,"5492,4649,10207,6240",6095
7720,12311,13443
11064,"3749,9581",10724
4755,1240,4591
8168,6618,11616
2286,"1467,12462,9395,10371,10120,919",6515
10937,"1913,3081",3169
12230,"8868,814",11584
1538,"5746,763,3940,918",167
5706,"4704,2902,1573,10779,10877",9329
14494,"7419,14268",12173
1053,"9809,5888",13297
4638,"12152,10234",2300
7788,"5816,403,8199,8275,3933,12179,4493,12366,2716,5838,638,14156,11408,6176,1930,2501,6555,11348,5817",12765
9299,"9942,6806,8266,6544,10560,14223,11622",3179
13439,"11071,5327,1856,7156,13922,8718,2199",13859
10794,6919,11290
12106,"7665,10741,13717,1247,7015,6984,13071,13494",6154
3560,"13805,1032,9468",4492
1718,"5636,14211,11718,10176,9898,10633,14063,4430",3100
2892,"13068,14261,727,2464,1219,6653,9139",10470
165,230,8910
7346,1904,11505
9834,"14150,3336,5051",7675
3705,"12153,2950,5298,11273,7163",9091
175,"11411,8691,985",9358
1063,5225,1298
5950,"3561,7326",2623
5534,"6048,8862,1777,11253",4153
11385,4989,7807
14194,"3803,13640,2605,10886",8741
12338,"13856,1305,462,12458,11209,1787,3157,8710",7108
11738,"6012,1159,1656,7861,97",547
8263,"2195,4199,5419,9227,3807,13041,5431",6762
1859,"13597,10968",2367
4764,7352,3479
1118,"1968,3443,1830,9857",8470
4017,"1664,5052,10562",5951
4090,"6444,8925",13078
2086,"24,10915,3384,2849,5174",11186
13456,"8132,11422,14330,10134,2053,14545,1682",9143
9588,"3575,6930",12422
1071,"4989,11024",10483
13935,"8657,8836",14419
8810,"7361,2094,10934,11787,10829",10945
2393,"8146,8348",8510
3496,"13865,2204,13923,10716,9672",12318
4756,"4825,9047",11769
8452,"4223,11772,9217,11424",160
3664,"8143,926,8282,8576,5038,2927,6694,3525,7015,8236,14222,5508,5890,426",3431
11810,"12231,10345,12992,6572,493,7766,11998,13661,8436,3156",6621
9815,7514,2235
1903,"2487,5856,9428",9425
8771,"9954,14455,9454,12731,9861",4521
6537,"7272,560,10324,12229,2429",11186
4064,12235,8237
9186,"573,2142,9841,3288,6156,11694,6991",3942
6270,4757,118
9725,"6460,12168,14018,9180,2154,4625,1475",3254
12695,"6092,278,4595",7389
1745,"2445,10060,4412,1352",13038
5813,10751,9078
5768,"8449,7011,7746,6727",5006
8626,295,9006
3942,"1253,11999,14483,6849,29",2008
6983,"402,2087,11023,3038",11327
1148,"13491,1159,4493,9475,12366,2716,6175,13319,11993,12765",547
11261,"11426,3384,4627",9522
3391,"7621,4655,2980,1300,4259,12824,3524,3259,13272",9714
1431,"14070,8865,10088",10353
12019,"2185,295,5260",11295
9721,"13008,3735",4087
13876,"7783,8436,493",12472
10173,"11211,6862,8318,11578,6217",8080
8199,14260,2569
5192,"8473,6200,7035,10662",9497
1692,"8132,10134",10788
8698,"9964,5357,12397",11251
11609,"9740,9685,2916",10560
3628,4709,8194
3468,"9402,7146",5938
11920,"7458,1264,8692,1805,11386",7644
6280,"1481,2698",14063
12171,4816,4960
8286,"1902,7734,11665",3205
7647,"14204,4113",3196
14337,"2423,1178",7894
13481,"6745,11187,14260,12154,10257",177
8063,"11029,5177",8208
10790,"3120,12070,13717,8911,3961,12537,10594",7292
8750,5153,4175
11554,"10953,8830",390
13809,"11949,6750,8710,6781",13859
5505,"11765,2635,10338,11742",3296
13698,"429,9648",525
3327,"14540,9779,190,11949,8024,12317,8342,10172,1051,11508,14268,8138,14239,3848,4698",549
11531,"11423,8061,6526,5782",690
6022,"12463,12863,11001",11584
7114,8473,13065
13558,"14211,6585",1553
6774,"10049,13457,10633,5891,1718,1915,2914,2380",365
5645,"2349,1032,9731,2199,1589,7962",11250
6792,"11337,8794,11684,1032,9731",7448
12361,"10628,9544",14064
12940,"14157,1826,7514,3321,11975,9948",12232
3854,"4167,5407,5015,12733",2615
6805,"11424,9047",9217
5668,7842,7605
2735,"8271,1500,1557,9895,11917",12669
